,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,got_publications,got_coauthors
474,"Associate Professor of Cellular Biology, Paris University, Paris, France;  Physician, Center …",@inserm.fr,16107,DxDij0oAAAAJ,False,human genetics|immunology|infectious diseases,Jacinta Bustamante,https://scholar.google.com/citations?view_op=medium_photo&user=DxDij0oAAAAJ,0,0
475,"Utrecht University, The Netherlands",@uu.nl,16102,rqe9DRAAAAAJ,False,Immunology|stress proteins|T cells|Treg,willem van Eden,https://scholar.google.com/citations?view_op=medium_photo&user=rqe9DRAAAAAJ,0,0
476,Codagenix Inc,@codagenix.com,16073,aPB--KUAAAAJ,False,Virology|Vaccinology|Vaccine Development|Immunology|Microbiology,Steffen Mueller,https://scholar.google.com/citations?view_op=medium_photo&user=aPB--KUAAAAJ,0,0
477,University of Nebraska Medical Center,@unmc.edu,16048,z1l71WIAAAAJ,False,cancer|signaling|endocytic traffic|immunology|ubiquitin ligases,Hamid Band,https://scholar.google.com/citations?view_op=medium_photo&user=z1l71WIAAAAJ,0,0
478,Stanford U. School of Medicine,@stanford.edu,16024,a_yWze0AAAAJ,False,immunology|molecular and cellular biology|virology,Laure Aurelian,https://scholar.google.com/citations?view_op=medium_photo&user=a_yWze0AAAAJ,0,0
479,Iowa State University,@iastate.edu,16020,RDaQxqkAAAAJ,False,metabolic disease|nutrition|cattle|immunology,Jesse Goff,https://scholar.google.com/citations?view_op=medium_photo&user=RDaQxqkAAAAJ,0,0
480,"Professor of Molecular Biology & Biochemistry, UC Irvine",@uci.edu,16017,_PdIpm8AAAAJ,False,blood cancer|immunology|targeted therapy,David Fruman,https://scholar.google.com/citations?view_op=medium_photo&user=_PdIpm8AAAAJ,0,0
481,"Professor of Medicine, University of Sydney and Centenary Institute",@centenary.org.au,16010,XBbDnVMAAAAJ,False,Tuberculosis|Immunology|Leprosy|Allergy|vaccines,Warwick Britton,https://scholar.google.com/citations?view_op=medium_photo&user=XBbDnVMAAAAJ,0,0
482,"Professor of Immunology and Medicine Emeritus, Columbia University",@columbia.edu,15947,fsT_WxkAAAAJ,False,Immunology|Stem Cell Biology|Cancer Biology,Stephen Emerson,https://scholar.google.com/citations?view_op=medium_photo&user=fsT_WxkAAAAJ,0,0
483,OHSU,@ohsu.edu,15942,vY5xVdYAAAAJ,False,HIV infection|inflammation|immunology,Jake Estes,https://scholar.google.com/citations?view_op=medium_photo&user=vY5xVdYAAAAJ,0,0
484,"Professor, Department of Laboratory Medicine and Pathology, University of Minnesota",@umn.edu,15915,b-bUwMMAAAAJ,False,Immunology|Cell Biology|Cancer Biology,Yoji Shimizu,https://scholar.google.com/citations?view_op=medium_photo&user=b-bUwMMAAAAJ,0,0
485,Texas A&M University,@tamu.edu,15903,EDHELM0AAAAJ,False,Immunology,David N. McMurray,https://scholar.google.com/citations?view_op=medium_photo&user=EDHELM0AAAAJ,0,0
486,"Professor of Microbiology and Molecular Genetics, UC Irvine",@uci.edu,15899,FaK71MkAAAAJ,False,immunology|molecular genetics|evolution,George Gutman,https://scholar.google.com/citations?view_op=medium_photo&user=FaK71MkAAAAJ,0,0
487,The University of Melbourne,@unimelb.edu.au,15871,tDU85uAAAAAJ,False,Immunology|Dendritic Cells|Antigen Presentation|Cancer|Viruses,Jose A. Villadangos,https://scholar.google.com/citations?view_op=medium_photo&user=tDU85uAAAAAJ,0,0
488,"Clinical Director & Head, Department of Rheumatology, Fortis Flt Lt Rajan Dhall Hospital …",@fortishealthcare.com,15866,WCByZREAAAAJ,False,immunology|rheumatology|rheumatoid arthritis|spondyloarthritis|vasculitis,Ashok Kumar,https://scholar.google.com/citations?view_op=medium_photo&user=WCByZREAAAAJ,0,0
489,"Professor of Immunology, University of California, San Francisco",@ucsf.edu,15862,knrgi3kAAAAJ,False,Immunology,Qizhi Tang,https://scholar.google.com/citations?view_op=medium_photo&user=knrgi3kAAAAJ,0,0
490,Icahn School of Medicine at Mount Sinai,@mssm.edu,15801,8u-R4tAAAAAJ,False,Systems Biology|Microbiome|Immunology,Jeremiah Faith,https://scholar.google.com/citations?view_op=medium_photo&user=8u-R4tAAAAAJ,0,0
491,Stanford University,@stanford.edu,15788,GgiwIQ0AAAAJ,False,asthma|allergy|cystic fibrosis|bronchopulmonary dysplasia|immunology,Richard B. Moss,https://scholar.google.com/citations?view_op=medium_photo&user=GgiwIQ0AAAAJ,0,0
492,National Taiwan University,@ntu.edu.tw,15788,O0js-NgAAAAJ,False,Immunology,Bor-Luen Chiang,https://scholar.google.com/citations?view_op=medium_photo&user=O0js-NgAAAAJ,0,0
493,Duke University Medical Center,@Duke.edu,15740,iCVO4qcAAAAJ,False,Peioperative Organ Protection|Neuro-Immune Modulation|Immunology|Inflammation|Sepsis,Luis Ulloa,https://scholar.google.com/citations?view_op=medium_photo&user=iCVO4qcAAAAJ,0,0
494,The Scripps Research Institute,@scripps.edu,15714,AIFdovkAAAAJ,False,Immunology,David Nemazee,https://scholar.google.com/citations?view_op=medium_photo&user=AIFdovkAAAAJ,0,0
495,INSERM,@inserm.fr,15654,JTvm7usAAAAJ,False,Immunology|Dermatology & Oncology,Bensussan Armand,https://scholar.google.com/citations?view_op=medium_photo&user=JTvm7usAAAAJ,0,0
496,Professor of Microbiology and Professor of Mathematics and Statistics,@bu.edu,15632,qVl73CAAAAAJ,False,Immunology|Computational Biology,TB Kepler,https://scholar.google.com/citations?view_op=medium_photo&user=qVl73CAAAAAJ,0,0
497,University of Salzburg - Allergy-Cancer-BioNano Research Centre - Biosciences …,@sbg.ac.at,15624,-43kz_8AAAAJ,False,Allergy|Immunology|Molecular Biology|Allergy diagnosis|Allergy immunonotherapy,Fatima Ferreira,https://scholar.google.com/citations?view_op=medium_photo&user=-43kz_8AAAAJ,0,0
498,Vanderbilt University Medical Center,@vumc.org,15573,vCpEk98AAAAJ,False,immunology|vaccines|HIV,Spyros Kalams,https://scholar.google.com/citations?view_op=medium_photo&user=vCpEk98AAAAJ,0,0
499,University of Western Australia; Royal Perth Hospital; University of Sheffield,@uwa.edu.au,15530,dy1J7jsAAAAJ,False,HIV|immunology|immunodeficiency,Martyn French,https://scholar.google.com/citations?view_op=medium_photo&user=dy1J7jsAAAAJ,0,0
500,"Professor of Surgery, Columbia University",@cumc.columbia.edu,15444,ahOyJtgAAAAJ,False,Transplantation|Surgery|Immunology|Health Care Policy|Education,lloyd ratner,https://scholar.google.com/citations?view_op=medium_photo&user=ahOyJtgAAAAJ,0,0
501,QIMR Berghofer Medical Research Institute,@qimr.edu.au,15431,xuXv3tYAAAAJ,False,Immunology,Rajiv Khanna,https://scholar.google.com/citations?view_op=medium_photo&user=xuXv3tYAAAAJ,0,0
502,Student at Biological Sciences,,15382,-jgQSHwAAAAJ,False,Zoology|Immunology,Muhammad Zahir Tahir,https://scholar.google.com/citations?view_op=medium_photo&user=-jgQSHwAAAAJ,0,0
503,"International Centre for Diarrhoeal Disease Research, Bangladesh",@icddrb.org,15382,rtG7ri0AAAAJ,False,Immunology|Vaccinology|Cholera|Typhoid|Molecular Biology,Firdausi Qadri,https://scholar.google.com/citations?view_op=medium_photo&user=rtG7ri0AAAAJ,0,0
504,"Professor and Program Head, Immunovirology and Pathogenesis Program, Kirby Institute …",@kirby.unsw.edu.au,15381,RI9fRgwAAAAJ,False,HIV - AIDS|Immunology|Infectious Diseases|Virology,Anthony Kelleher,https://scholar.google.com/citations?view_op=medium_photo&user=RI9fRgwAAAAJ,0,0
505,"Professor of Microbiology & Immunology, UCSF",@ucsf.edu,15333,7wGfSokAAAAJ,False,immunology|asthma|RNA biology,K Mark Ansel,https://scholar.google.com/citations?view_op=medium_photo&user=7wGfSokAAAAJ,0,0
506,"Professor of Experimental Feto-Maternal Medicine, University Medical Center Hamburg",@uke.de,15328,acoMsOUAAAAJ,False,Feto-Maternal Medicine|Reproduction|Immunology,Petra Arck,https://scholar.google.com/citations?view_op=medium_photo&user=acoMsOUAAAAJ,0,0
507,professor RPI,@nycap.rr.com,15319,WM5D81IAAAAJ,False,superconductivity|immunology|cell biology,ivar giaever,https://scholar.google.com/citations?view_op=medium_photo&user=WM5D81IAAAAJ,0,0
508,University of Cambridge,@cam.ac.uk,15285,iXLNm0EAAAAJ,False,Immunology|Genetics|Inflammatory Bowel Disease,James Lee,https://scholar.google.com/citations?view_op=medium_photo&user=iXLNm0EAAAAJ,0,0
509,Africa Health Research Institute,@ahri.org,15284,GNFho0kAAAAJ,False,Tuberculosis|Vaccinology|Immunology|Clinical Trials,Willem Hanekom,https://scholar.google.com/citations?view_op=medium_photo&user=GNFho0kAAAAJ,0,0
510,"Aix Marseille Univ, CNRS, INSERM, CIML, Centre d'Immunologie de Marseille-Luminy",@ciml.univ-mrs.fr,15273,QxUyBGMAAAAJ,False,Immunology,Marc Dalod,https://scholar.google.com/citations?view_op=medium_photo&user=QxUyBGMAAAAJ,0,0
511,"Professor, University of California, Irvine",@uci.edu,15174,0m195E0AAAAJ,False,Virology|Immunology|structural biology,Michael J Buchmeier,https://scholar.google.com/citations?view_op=medium_photo&user=0m195E0AAAAJ,0,0
512,"University of Würzburg, University of Heidelberg, University of Giessen, University of …",@klinik.uni-wuerzburg.de,15137,ttYp5swAAAAJ,False,Dermatology|Immunology,Matthias Goebeler,https://scholar.google.com/citations?view_op=medium_photo&user=ttYp5swAAAAJ,0,0
513,"King George Medical College, KGMC; Saraswati Dental College",,15117,p_Ki3eUAAAAJ,False,Virology|Microbiology|Immunology|Dental|Fluorosis,Asha Mathur,https://scholar.google.com/citations?view_op=medium_photo&user=p_Ki3eUAAAAJ,0,0
514,University of Macau,@umac.mo,15109,giprivQAAAAJ,False,Immunology|Pharmacology,Richard D Ye,https://scholar.google.com/citations?view_op=medium_photo&user=giprivQAAAAJ,0,0
515,Sidra Medical And Research Center,@sidra.org,15039,ozMDplIAAAAJ,False,Immunology|Genomics,Damien Chaussabel,https://scholar.google.com/citations?view_op=medium_photo&user=ozMDplIAAAAJ,0,0
516,Helmholtz Centre for Infection Research (HZI),@helmholtz-hzi.de,15030,BOlegmUAAAAJ,False,Genomics|Bioinformatics|Immunology|Microbiology|Cancer Research,Robert Geffers,https://scholar.google.com/citations?view_op=medium_photo&user=BOlegmUAAAAJ,0,0
517,Emory University,@emory.edu,14997,T-QxXnEAAAAJ,False,Immunology|virology|AIDS|SIV|HIV,R. Paul Johnson,https://scholar.google.com/citations?view_op=medium_photo&user=T-QxXnEAAAAJ,0,0
518,"Professor of Medicine, NYU",@nyumc.org,14969,BeUVcLMAAAAJ,False,autoimmunity|immunology|antibody|repertoire,Gregg Silverman,https://scholar.google.com/citations?view_op=medium_photo&user=BeUVcLMAAAAJ,0,0
519,"professor, stanford university",@stanford.edu,14954,d18bFVgAAAAJ,False,immunology|cancer,Shoshana Levy,https://scholar.google.com/citations?view_op=medium_photo&user=d18bFVgAAAAJ,0,0
520,Professor,@hadassah.org.il,14915,urtgs6QAAAAJ,False,immunology,Amnon peled,https://scholar.google.com/citations?view_op=medium_photo&user=urtgs6QAAAAJ,0,0
521,"Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences",@pumc.edu.cn,14913,S7QmibcAAAAJ,False,biomedicine|biochemistry|molecular biology|immunology,Dexian Zheng,https://scholar.google.com/citations?view_op=medium_photo&user=S7QmibcAAAAJ,0,0
522,national institutes of health,@mail.nih.gov,14909,AL2IAtoAAAAJ,False,flow cytometry|immunology,j philip mccoy,https://scholar.google.com/citations?view_op=medium_photo&user=AL2IAtoAAAAJ,0,0
523,Dice Molecules,@dicemolecules.com,14896,hocP90UAAAAJ,False,Immunology,Nico Ghilardi,https://scholar.google.com/citations?view_op=medium_photo&user=hocP90UAAAAJ,0,0
524,,,14882,G9SyFg4AAAAJ,False,immunology|infectious disease|dermatology,Monte Meltzer,https://scholar.google.com/citations?view_op=medium_photo&user=G9SyFg4AAAAJ,0,0
525,Baylor College of Medicine,@bcm.edu,14860,rvp_1t0AAAAJ,False,Immunology|allergic disease|fungal disease,David Corry,https://scholar.google.com/citations?view_op=medium_photo&user=rvp_1t0AAAAJ,0,0
526,"Professor of Gastroenterology, University of Oxford",@imm.ox.ac.uk,14808,veSV8nsAAAAJ,False,gastroenterology|immunology|inflammatory bowel disease|enteric pathogens,alison simmons,https://scholar.google.com/citations?view_op=medium_photo&user=veSV8nsAAAAJ,0,0
527,Radboudumc,@radboudumc.nl,14778,sEeJzaAAAAAJ,False,cancer stem cells|Immunology,Ruurd Torensma,https://scholar.google.com/citations?view_op=medium_photo&user=sEeJzaAAAAAJ,0,0
528,National Institute of Allergy and Infectious Diseases,,14773,j3KcTAMAAAAJ,False,Immunology|genetics,Lixin Zheng,https://scholar.google.com/citations?view_op=medium_photo&user=j3KcTAMAAAAJ,0,0
529,"University of California, Berkeley",@berkeley.edu,14756,n3fJoKMAAAAJ,False,Immunology|autoimmunity|host-microbe interactions,Gregory M. Barton,https://scholar.google.com/citations?view_op=medium_photo&user=n3fJoKMAAAAJ,0,0
530,"Professor Cell Biology, Federal University of São Paulo",@unifesp.br,14736,F6TbAIMAAAAJ,False,Experimental Oncology|Immunology|Biochemistry|Mycology,Luiz R Travassos,https://scholar.google.com/citations?view_op=medium_photo&user=F6TbAIMAAAAJ,0,0
531,Professor of Molecular Parasitology,@nuigalway.ie,14733,1WyRZzMAAAAJ,False,Parasitology|vaccines|immunology|molecular biology,John Dalton,https://scholar.google.com/citations?view_op=medium_photo&user=1WyRZzMAAAAJ,0,0
532,"Professor of Pathology and Cell Biology, Columbia University",@cumc.columbia.edu,14709,xTdXzdAAAAAJ,False,Immunology,Nicole Suciu Foca,https://scholar.google.com/citations?view_op=medium_photo&user=xTdXzdAAAAAJ,0,0
533,"Professor, The University of Michigan",@umich.edu,14709,dPbLC_8AAAAJ,False,Rheumatology|Immunology,David A. Fox,https://scholar.google.com/citations?view_op=medium_photo&user=dPbLC_8AAAAJ,0,0
534,Monash University,@monash.edu,14698,Jb08z30AAAAJ,False,Immunology|cell biology,James Harris,https://scholar.google.com/citations?view_op=medium_photo&user=Jb08z30AAAAJ,0,0
535,"Institute for Natural Medicine, University of Toyama",@inm.u-toyama.ac.jp,14698,Jpt5ONgAAAAJ,False,Immunology|Cancer Biology,Yoshihiro Hayakawa,https://scholar.google.com/citations?view_op=medium_photo&user=Jpt5ONgAAAAJ,0,0
536,Jawaharlal Nehru University,@jnu.ac.in,14682,xjGB_ncAAAAJ,False,Cancer Biology|immunology,SUMIT KUMAR,https://scholar.google.com/citations?view_op=medium_photo&user=xjGB_ncAAAAJ,0,0
537,Eli Lilly and Company,@lilly.com,14679,CLsHC08AAAAJ,False,Immunology|Microbiome|IgA|T cells|Microbiota,Daniel A Peterson,https://scholar.google.com/citations?view_op=medium_photo&user=CLsHC08AAAAJ,0,0
538,J. Craig Venter Institute,@jcvi.org,14643,Bwi2xMsAAAAJ,False,computational biology|bioinformatics|knowledge representation|immunology|infectious diseases,Richard H. Scheuermann,https://scholar.google.com/citations?view_op=medium_photo&user=Bwi2xMsAAAAJ,0,0
539,IGM Hokkaido Universitu,@igm.hokudai.ac.jp,14597,TZ7WIB0AAAAJ,False,Immunology,Masaaki Murakami,https://scholar.google.com/citations?view_op=medium_photo&user=TZ7WIB0AAAAJ,0,0
540,Janssen R&D LLC,@its.jnj.com,14563,5MrGvwUAAAAJ,False,Immunology|neuroscience|diagnostics|personalized medicine,Mark Curran,https://scholar.google.com/citations?view_op=medium_photo&user=5MrGvwUAAAAJ,0,0
541,The University of Birmingham,@bham.ac.uk,14556,K5EZyIsAAAAJ,False,Dentistry|Immunology,Iain L Chapple,https://scholar.google.com/citations?view_op=medium_photo&user=K5EZyIsAAAAJ,0,0
542,University of Birmingham,@bham.ac.uk,14556,8C36snIAAAAJ,False,Immunology|Autoimmune Disease|Immunotherapy,David Wraith,https://scholar.google.com/citations?view_op=medium_photo&user=8C36snIAAAAJ,0,0
543,"Distinguished Scientist, BC Cancer, Professor of Pathology & Laboratory Medicine …",@bccrc.ca,14548,vAAKSfUAAAAJ,False,diet|cancer prevention|immunology,Gerald Krystal,https://scholar.google.com/citations?view_op=medium_photo&user=vAAKSfUAAAAJ,0,0
544,"Professor Pediatrics, University Bielefeld",@evkb.de,14507,GZJJ758AAAAJ,False,Allergology|Immunology|Pneumology,Eckard Hamelmann,https://scholar.google.com/citations?view_op=medium_photo&user=GZJJ758AAAAJ,0,0
545,"Professor, University of Basel",@unibas.ch,14495,cQ9cApEAAAAJ,False,Human pregnancy|immunology,Sinuhe Hahn,https://scholar.google.com/citations?view_op=medium_photo&user=cQ9cApEAAAAJ,0,0
546,National Cancer Institute,@mail.nih.gov,14443,s6bfVhoAAAAJ,False,Immunology,Douglas C Palmer,https://scholar.google.com/citations?view_op=medium_photo&user=s6bfVhoAAAAJ,0,0
547,"Emeritus Professor of Experimental Pathology, Monash University",@monash.edu,14435,DvZS9bMAAAAJ,False,Immunology|Genetics|Biochemistry|Cryptography|Shakespeare's Sonnets,James Goding,https://scholar.google.com/citations?view_op=medium_photo&user=DvZS9bMAAAAJ,0,0
548,Westmead Millennium Institutue,@sydney.edu.au,14418,IAp9aUoAAAAJ,False,virology|immunology|infectious diseases,Anthony Cunningham,https://scholar.google.com/citations?view_op=medium_photo&user=IAp9aUoAAAAJ,0,0
549,"Professor of Medicine, University of Michigan",@umich.edu,14412,ZVxYcEQAAAAJ,False,transplantation|immunology|hematology,Pavan Reddy,https://scholar.google.com/citations?view_op=medium_photo&user=ZVxYcEQAAAAJ,0,0
550,"National and Kapodistrian University of Athens, Medical School",@med.uoa.gr,14371,hKjfIdQAAAAJ,False,Microbiology|Virology|Immunology,"Athanasios Tsakris, Athanassios Tsakris",https://scholar.google.com/citations?view_op=medium_photo&user=hKjfIdQAAAAJ,0,0
551,,,14340,USGz9O8AAAAJ,False,cancer|immunology|infection disease,Chuanshu Huang,https://scholar.google.com/citations?view_op=medium_photo&user=USGz9O8AAAAJ,0,0
552,"Professor of Chemistry, Cornell University",@cornell.edu,14329,QrvfMEUAAAAJ,False,Biochemistry|Biophysics|Cell Biology|Immunology,Barbara Baird,https://scholar.google.com/citations?view_op=medium_photo&user=QrvfMEUAAAAJ,0,0
553,"Professor, Molecular Microbiology and Immunology, Johns Hopkins University",@jhsph.edu,14318,M4xQUc0AAAAJ,False,Helminth parasites|Immunology|lung|macrophages,Alan Scott,https://scholar.google.com/citations?view_op=medium_photo&user=M4xQUc0AAAAJ,0,0
554,"PhD, Professor, Groningen, The Netherlands",@umcg.nl,14295,EYLL0ccAAAAJ,False,cell encapsulation|immunology|alginate|pectin|inulin type fructans,paul de vos,https://scholar.google.com/citations?view_op=medium_photo&user=EYLL0ccAAAAJ,0,0
555,Professor of Molecular Microbiology and Immunology. Johns Hopkins School of Public …,@jhu.edu,14268,_I0IFYUAAAAJ,False,MIcrobiology|Immunology|Vaccines,Fidel Zavala,https://scholar.google.com/citations?view_op=medium_photo&user=_I0IFYUAAAAJ,0,0
556,Merck,@merck.com,14229,i7OkugwAAAAJ,False,Virology|immunology|immunotherapy,Michael D. Miller,https://scholar.google.com/citations?view_op=medium_photo&user=i7OkugwAAAAJ,0,0
557,"Professor of Dermatology, University of Southampton",@soton.ac.uk,14202,aF4K_PsAAAAJ,False,Dermatology|Immunology|Allergy,Peter S. Friedmann,https://scholar.google.com/citations?view_op=medium_photo&user=aF4K_PsAAAAJ,0,0
558,VIB - Ghent University,@ugent.be,14200,6Lk0hKkAAAAJ,False,Immunology,Martin Guilliams,https://scholar.google.com/citations?view_op=medium_photo&user=6Lk0hKkAAAAJ,0,0
559,Professor of medicine,,14194,xIQ90dEAAAAJ,False,immunology,Andrea Cerutti,https://scholar.google.com/citations?view_op=medium_photo&user=xIQ90dEAAAAJ,0,0
560,"Professor of Genetics and Genome Sciences, University of Connecticut",@uchc.edu,14174,4_9zZaoAAAAJ,False,immunology|genetics|stem cells,Marc Lalande,https://scholar.google.com/citations?view_op=medium_photo&user=4_9zZaoAAAAJ,0,0
561,Professor at University of Oxford,@ndm.ox.ac.uk,14170,3BHE24AAAAAJ,False,Immunology|Autophagy,Anna Katharina Simon,https://scholar.google.com/citations?view_op=medium_photo&user=3BHE24AAAAAJ,0,0
562,"MD, Pesaro",,14139,UpMt_bkAAAAJ,False,hematology|oncology|immunology|psychology,giuseppe visani,https://scholar.google.com/citations?view_op=medium_photo&user=UpMt_bkAAAAJ,0,0
563,University of South Carolina School of Medicine,@uscmed.sc.edu,14098,af7TahQAAAAJ,False,Immunology|Inflammation|cancer|autoimmunity|natural products,mitzi nagarkatti,https://scholar.google.com/citations?view_op=medium_photo&user=af7TahQAAAAJ,0,0
564,"Global Head of Immunotherapeutics, Janssen R&D",@its.jnj.com,14097,Bw71T0cAAAAJ,False,Immunology|Oncology|Autoimmunity|Cancer Immunology|Costimulation,Iqbal S. Grewal,https://scholar.google.com/citations?view_op=medium_photo&user=Bw71T0cAAAAJ,0,0
565,Sungkyunkwan University,@skku.edu,14075,0EfUoUoAAAAJ,False,Immunology|Immunopharmacology|Molecular Immunology,Jae Youl Cho,https://scholar.google.com/citations?view_op=medium_photo&user=0EfUoUoAAAAJ,0,0
566,"Professor of Medicine, Vanderbilt University Medical Center",@vumc.org,14054,sX8HwR8AAAAJ,False,Gastroenterology|immunology|cancer|inflammation,Keith T. Wilson,https://scholar.google.com/citations?view_op=medium_photo&user=sX8HwR8AAAAJ,0,0
567,"Division of Infectious, Diseases Center for Inflammation and Tolerance, Cincinnati Children's",@cchmc.org,14045,ioM1B6AAAAAJ,False,Immunology|Infectious Diseases|Cancer,Koichi Araki,https://scholar.google.com/citations?view_op=medium_photo&user=ioM1B6AAAAAJ,0,0
568,"Departamento de Biología Molecular, Universidad Autónoma de Madrid",@uam.es,14013,lMvA4YwAAAAJ,False,Cell Biology|Immunology,María Yáñez-Mo,https://scholar.google.com/citations?view_op=medium_photo&user=lMvA4YwAAAAJ,0,0
569,University Medical Center Utrecht,@umcutrecht.nl,13974,nfo_25cAAAAJ,False,Allergy|Dermatology|Immunology,edward knol,https://scholar.google.com/citations?view_op=medium_photo&user=nfo_25cAAAAJ,0,0
570,UCL. University of Bristol.,@ucl.ac.uk,13953,AYTcIgEAAAAJ,False,Uveitis|Inflammation|Immunology,Andrew D Dick,https://scholar.google.com/citations?view_op=medium_photo&user=AYTcIgEAAAAJ,0,0
571,New York University School of Medicine,@med.nyu.edu,13940,qT_bEMYAAAAJ,False,immunology|virology|microbiology,Ken Cadwell,https://scholar.google.com/citations?view_op=medium_photo&user=qT_bEMYAAAAJ,0,0
572,University of Michigan,@umich.edu,13933,-SDj_YMAAAAJ,False,Immunology,Chang Kim (김창환),https://scholar.google.com/citations?view_op=medium_photo&user=-SDj_YMAAAAJ,0,0
573,University of California San Diego and San Diego VA Healthcare,@ucsd.edu,13927,slyMAy8AAAAJ,False,immunology,Bruce Zuraw,https://scholar.google.com/citations?view_op=medium_photo&user=slyMAy8AAAAJ,0,0
574,University of Manchester,@manchester.ac.uk,13886,7KP7kSgAAAAJ,False,immunology|cell biology|microscopy,Daniel M Davis,https://scholar.google.com/citations?view_op=medium_photo&user=7KP7kSgAAAAJ,0,0
575,"Professor of Pathology, UT-Houston",@uth.tmc.edu,13871,NiT31YoAAAAJ,False,immunology|pathology|infectious disease|toxicity|Houston or Texas or Emory or Chicago,Robert Hunter,https://scholar.google.com/citations?view_op=medium_photo&user=NiT31YoAAAAJ,0,0
576,"Professor, University of Massachusetts Medical School",@umassmed.edu,13862,BfBS-ksAAAAJ,False,immunology,Samuel M. Behar,https://scholar.google.com/citations?view_op=medium_photo&user=BfBS-ksAAAAJ,0,0
577,Universidade Federal do Rio de Janeiro,@biof.ufrj.br,13854,woxwsWAAAAAJ,False,Immunology|Cell Biology|Infectious Diseases|Microbiology,Leonardo Travassos,https://scholar.google.com/citations?view_op=medium_photo&user=woxwsWAAAAAJ,0,0
578,"Chairman and CEO, DisposeRx, Inc.",@disposerx.com,13835,bntFV6gAAAAJ,False,opioids|cancer|immunology|shock|naloxone,John W Holaday,https://scholar.google.com/citations?view_op=medium_photo&user=bntFV6gAAAAJ,0,0
579,National Institutes of Health,@niaid.nih.gov,13798,8q44JXAAAAAJ,False,Vaccines|Immunology|Molecular Biology|HIV|Biodefense,Jeffrey K. Pullen,https://scholar.google.com/citations?view_op=medium_photo&user=8q44JXAAAAAJ,0,0
580,University of Maryland SOM,@smail.umaryland.edu,13788,3lCM1ngAAAAJ,False,First interest head and neck cancer|Second interest|..Immunology.,scott strome,https://scholar.google.com/citations?view_op=medium_photo&user=3lCM1ngAAAAJ,0,0
581,"Professor of Microbiology and Immunology, University of California, San Francisco",@ucsf.edu,13784,sim7LIIAAAAJ,False,Immunology,Anthony L. DeFranco,https://scholar.google.com/citations?view_op=medium_photo&user=sim7LIIAAAAJ,0,0
582,Department of Pathological Sciences,@uel.br,13771,kL9gKzQAAAAJ,False,cancer|molecular biology|genetic|immunology,Maria Angelica Ehara Watanabe,https://scholar.google.com/citations?view_op=medium_photo&user=kL9gKzQAAAAJ,0,0
583,"CSIRO, Health & Biosecurity",@csiro.au,13733,bApMkqMAAAAJ,False,Immunology,Andrew GD Bean,https://scholar.google.com/citations?view_op=medium_photo&user=bApMkqMAAAAJ,0,0
584,"professor, Lund University",@med.lu.se,13729,TQdUcx0AAAAJ,False,immunology|complement system,Anna Blom,https://scholar.google.com/citations?view_op=medium_photo&user=TQdUcx0AAAAJ,0,0
585,Professor of Vaccinology and Immunology,@ucl.ac.uk,13722,HeKhUYoAAAAJ,False,Immunology|Vaccines,David Goldblatt,https://scholar.google.com/citations?view_op=medium_photo&user=HeKhUYoAAAAJ,0,0
586,Harvard Medical School,@bwh.harvard.edu,13682,gcchCi4AAAAJ,False,Immunology,Ana C. Anderson,https://scholar.google.com/citations?view_op=medium_photo&user=gcchCi4AAAAJ,0,0
587,"Associate Professor, Yale University",@yale.edu,13680,LuS1v9MAAAAJ,False,Immunology,Stephanie C. Eisenbarth,https://scholar.google.com/citations?view_op=medium_photo&user=LuS1v9MAAAAJ,0,0
588,Brigham and Women's Hospital,@bwh.harvard.edu,13662,dadJDTMAAAAJ,False,Rheumatology|Immunology|RA|Spondyloarthritis,Ellen Gravallese,https://scholar.google.com/citations?view_op=medium_photo&user=dadJDTMAAAAJ,0,0
589,"National and Kapodistrian University of Athens, Professor of Medicine-Immunology",@med.uoa.gr,13634,8csgm4cAAAAJ,False,Internal Medicine|Rheumatology|Immunology|Autoimmunity,Panayiotis Vlachoyiannopoulos,https://scholar.google.com/citations?view_op=medium_photo&user=8csgm4cAAAAJ,0,0
590,"Professor of Biochemistry and Molecular Genetics, University of Colorado SOM",@ucdenver.edu,13625,rnTCWrsAAAAJ,False,cancer biology|immunology|evolution,James DeGregori,https://scholar.google.com/citations?view_op=medium_photo&user=rnTCWrsAAAAJ,0,0
