id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year
350,"The intraocular degradation behavior of poly(trimethylene carbonate) (PTMC) networks and poly(d,l-lactic acid) (PDLLA) networks and of linear high molecular weight PTMC and PDLLA was evaluated. PTMC is known to degrade by enzymatic surface erosion in vivo, whereas PDLLA degrades by hydrolytic bulk degradation. Rod shaped specimens were implanted in the vitreous of New Zealand white rabbits for 6 or 13 wk. All materials were well tolerated in the rabbit vitreous. The degradation of linear high molecular weight PTMC and PTMC networks was very slow and no significant mass loss was observed within 13 wk. Only some minor signs of macrophage mediated erosion were found. The fact that no significant enzymatic surface erosion occurs can be related to the avascularity of the vitreous and the limited number of cells it contains. PDLLA samples showed more evident signs of degradation. For linear …",Janine Jansen and Steven A Koopmans and Leonoor I Los and Roelofje J van der Worp and Johanna G Podt and Johanna MM Hooymans and Jan Feijen and Dirk W Grijpma,31,4258081931863782258,Biomaterials,22,4994-5002,Elsevier,"Intraocular degradation behavior of crosslinked and linear poly (trimethylene carbonate) and poly (D, L-lactic acid)",https://www.sciencedirect.com/science/article/pii/S0142961211003607,32,2011
351,"Polyether(urethane–urea) foams (PEUU) with varying urea contents and different polyether segments (PPO and PPO-co-PEO (93/7 w/w)) were compacted to transparent solid plaques via compression molding. The thermal, mechanical and elastic properties of the compacted PEUU materials were studied. With increasing urea content, the shear modulus was increased, while the glass transition temperature (Tg) remained low and unaffected. The Tg's of PEEU's with PPO segments were, however, lower than with PPO-co-PEO segments, indicating more mixing of urea segments with PPO-co-PEO. The flow temperatures of both PEUU's were high (∼300 °C) for all compositions. The compression sets, tensile sets and hysteresis energy of the PEUU's were low and increased with urea content. The use of PPO-co-PEO segments resulted in PEEU's with higher compression sets and tensile sets and also more hysteresis …",Martijn van der Schuur and Evert van der Heide and Jan Feijen and Reinoud J Gaymans,31,4242925290404442974,Polymer,8,2721-2727,Elsevier,Elastic behavior of flexible polyether (urethane–urea) foam materials,https://www.sciencedirect.com/science/article/pii/S0032386104001405,45,2004
352,"    Polylactides and their copolymers are key biodegradable polymers used widely in biomedical, pharmaceutical and ecological applications. The development of synthetic pathways and catalyst/initiator systems to produce pre-designed polylactides, as well as the fundamental understanding of the  polymerization reactions, has continuously been an important topic. Here, we will address the recent advances in the ring-opening polymerization of lactides, with an emphasis on the highly versatile in situ generated initiator systems and single-site stereoselective initiators. The in  situ generated initiators including in situ formed yttrium, calcium and zinc alkoxides all have been shown to bring about a rapid and living polymerization of lactides under mild conditions, which facilitated the preparation of a variety of advanced lactide-based biomaterials. For  example, well-defined di- and tri-block copolymers consisting of …",Zhiyuan Zhong and Pieter J Dijkstra and Jan Feijen,31,12696155764503104688,"Journal of Biomaterials Science, Polymer Edition",7,929-946,Taylor & Francis Group,Controlled synthesis of biodegradable lactide polymers and copolymers using novel in situ generated or single-site stereoselective polymerization initiators,https://www.tandfonline.com/doi/abs/10.1163/1568562041271066,15,2004
353,"In previous studies in rats and goats, hydrophilic compositions of the PEOT/PBT block copolymer family have shown in vivo calcification and bone bonding. These copolymers are therefore interesting candidates as scaffolding materials in bone tissue engineering applications. Model studies using goat bone marrow stromal cells, however, showed that it was not possible to culture bone marrow stromal cells in vitro on these hydrophilic copolymers. In this paper two ways of surface modifying these materials to improve in vitro bone marrow stromal cell attachment and growth are discussed. Two different approaches are described:  (1) blending of hydroxyapatite (HA) followed by CO2 gas plasma etching; (2) surface modification using CO2 gas plasma treatments. It was observed that not only HA but also the CO2 plasma treatment by itself has a positive effect on bone marrow stromal cell attachment and growth. Gas …",Menno B Claase and Mark B Olde Riekerink and Joost D de Bruijn and Dirk W Grijpma and Gerard HM Engbers and Jan Feijen,31,8556541766379779538,Biomacromolecules,1,57-63,American Chemical Society,Enhanced bone marrow stromal cell adhesion and growth on segmented poly (ether ester) s based on poly (ethylene oxide) and poly (butylene terephthalate),https://pubs.acs.org/doi/abs/10.1021/bm0256045,4,2003
354,"Cellulose triacetate (CTA) ultrafilters and cellulose acetate blend (CAB) desalination membranes were treated with a radiofrequency gas plasma (tetrafluoromethane (CF4) or carbon dioxide (CO2), 47–49 W, 0.04–0.08 mbar). Treatment times were varied between 15 s and 120 min. The plasma-treated top layer of the membranes was characterized by scanning electron microscopy, X-ray photoelectron spectroscopy, and contact angle measurements to obtain information about surface structure, chemistry, and wettability, respectively. The membrane properties (e.g., permeability, selectivity, fouling) were studied by waterflux measurements, molecular weight cutoff measurements, and fouling experiments with bovine serum albumin. CO2 plasma treatment resulted in gradual etching of the membrane's dense top layer. Permeation and selectivity changed significantly for treatment times of 0–15 min for CTA and 5–60 …",MB Olde Riekerink and GHM Engbers and M Wessling and J Feijen,31,4409854105667076864,Journal of colloid and interface science,2,338-348,Academic Press,Tailoring the properties of asymmetric cellulose acetate membranes by gas plasma etching,https://www.sciencedirect.com/science/article/pii/S0021979701980294,245,2002
355,"Poly(acrylic acid) (PAAc) films were treated with either an argon or a tetrafluoromethane (CF4) plasma and subsequently analyzed with X‐ray photoelectron spectroscopy (XPS). PAAc films were decarboxylated during both types of plasma treatments. In addition, during the CF4 plasma treatment, the PAAc films became fluorinated. The plasma phase during the argon plasma treatment of PAAc films was investigated with optical emission spectroscopy. It was shown that during this plasma treatment carbon dioxide, water, and possibly hydrogen were liberated from the PAAc surface. By covering the surface of PAAc films with different materials (lithium fluoride, UV fused silica, and glass) during the plasma treatment, it was possible to differentiate between photochemically induced and particle‐induced changes of the surface. This method was used to show that decarboxylation during the argon plasma treatment was …",Johannes GA Terlingen and Gijsbert AJ Takens and Frederik J Van Der Gaag and Allan S Hoffman and Jan Feijen,31,10108033507738946283,Journal of applied polymer science,1,39-53,"Wiley Subscription Services, Inc., A Wiley Company",On the effect of treating poly (acrylic acid) with argon and tetrafluoromethane plasmas: kinetics and degradation mechanism,https://onlinelibrary.wiley.com/doi/abs/10.1002/app.1994.070520105,52,1994
356,"Author: Hoes CJ, Journal: Horizons in biochemistry and biophysics[1989].
",CJ Hoes and J Feijen,31,2251574014000354397,,,57-109,,The application of drug-polymer conjugates in chemotherapy.,https://europepmc.org/article/med/2656482,9,1989
357,"Cellular fibronectin is deposited on tissue culture polystyrene during the adhesion and spreading of cultured human endothelial cells (HEC). Following the seeding of HEC upon this polymer, larger amounts of fibronectin are deposited as both cell density and incubation time increase. Our results indicate that the ability to deposit cellular fibronectin onto a polymeric surface is a condition for the spreading and proliferation of HEC.",PB Van Wachem and T Beugeling and BWL Mallens and A Dekker and J Feijen and A Bantjes and WG Van Aken,31,6227069555737756154,Biomaterials,1,121-123,Elsevier,Deposition of endothelial fibronectin on polymeric surfaces,https://www.sciencedirect.com/science/article/pii/014296128890083X,9,1988
358,"Although the use of artificial organs in medicine has become well accepted, the blood compatibility of these devices needs further improvement. A survey of the blood damage caused by extracorporeal circuits is presented, followed by a discussion on mechanisms of blood-foreign material interactions. Attention is given to recent developments in the area of protein adsorption, platelet adhesion and activation of the intrinsic coagulation with special attention to the influence of flow conditions. Finally, some conclusions and future perspectives are outlined.",J Feijen,31,2683238865147938255,,,235-247,"Palgrave, London",Thrombogenesis caused by blood-foreign surface interaction,https://link.springer.com/chapter/10.1007/978-1-349-03458-1_28,,1977
359,"Glycopolymer-b-poly(ε-caprolactone) (GP-PCL) block copolymer micelles (‘glycomicelles’) with tailored lactose functionalities were developed and investigated for hepatoma-targeted doxorubicin (DOX) delivery. Amphiphilic GP-PCL copolymers were readily prepared with controlled lactobionic acid (LBA) functionalities of 20%, 40%, 80%, and 100% (denoted as GP20-PCL, GP40-PCL, GP80-PCL, and GP100-PCL, respectively) through post-polymerization modification of the poly(acryloyl cyclic carbonate)-b-poly(ε-caprolactone) (PAC-b-PCL, 11.6–6.4 kg mol−1) block copolymer with thiolated LBA (LBA-SH) and 2-(2-methoxyethoxy)ethanethiol ((EO)2-SH) via the Michael-type addition reaction. These self-assembled glycomicelles had mean hydrodynamic diameters ranging from 31.9 to 76.8 nm depending on LBA densities, and exhibited high DOX loading efficiencies of 83.0–89.2%. In vitro release studies showed …",Wei Chen and Fenghua Meng and Ru Cheng and Chao Deng and Jan Feijen and Zhiyuan Zhong,30,1673165902182833075,Journal of Materials Chemistry B,11,2308-2317,Royal Society of Chemistry,"Biodegradable glycopolymer-b-poly (ε-caprolactone) block copolymer micelles: versatile construction, tailored lactose functionality, and hepatoma-targeted drug delivery",https://pubs.rsc.org/--/content/articlehtml/2015/tb/c4tb01962h,3,2015
360,"In this study, the potential of PTMC and mPEG-PTMC microparticles for controlled delivery of hydrophilic drugs was investigated. PTMC and mPEG-PTMC microparticles, loaded with hydrophilic model compounds (BSA, lysozyme and CoomassieR Brilliant Blue G) were prepared by the double emulsion method. High loading efficiencies can be achieved, and first order release profiles during 60 days were observed.",Z Zhang and MA Foks and DW Grijpma and J Feijen,30,15761502981803513485,J. Control. Release,,392-394,,PTMC and MPEG-PTMC microparticles for hydrophilic drug delivery,https://research.utwente.nl/files/6130850/Zhang.pdf,101,2005
361,"Biodegradable polymers such as poly (lactide)(PLA) and poly (ε-caprolactone)(PCL) are increasingly used in biomedical applications as temporary implants. However, melt processing of these materials in particular of PLA is difficult due to the temperature sensitivity. Within this study, PLA and PCL were injection molded conventionally and by using the process shear controled orientation in injection molding (SCORIM) in order to investigate the effect of processing parameters on the physical properties of the moldings. Therefore, flexural testing, differential scanning calorimetry (DSC), wide-angle X-ray diffraction (WAXD), molecular weight (MW) and orientation measurements were performed. PLA showed high sensitivity to melt temperature. In the case of amorphous poly (DL-lactide), the molecular weight and subsequently the ductility is substantially reduced by processing at higher melt temperatures. In the case of …",H Altpeter and MJ Bevis and DW Grijpma and J Feijen,30,3534966659245276572,Journal of Materials Science: Materials in Medicine,2,175-184,Kluwer Academic Publishers,Non-conventional injection molding of poly (lactide) and poly (ε-caprolactone) intended for orthopedic applications,https://link.springer.com/article/10.1023/B:JMSM.0000011820.64572.a5,15,2004
362,"The synthesis of polydepsipeptides through polycondensation of linear depsipeptides comprising an activated carboxylic endgroup and an amine end group or through ring-opening polymerization of morpholine-2, 5-diones has been reviewed. Polydepsipeptide synthesis allows the preparation of a large variety of biodegradable polymers which are either unsubstituted, alkyl substituted or contain functional groups in the side chains of the polymers.",Pieter J Dijkstra and Jan Feijen,30,3939923979693966337,Macromolecular symposia,1,67-76,WILEY‐VCH Verlag,Synthetic pathways to polydepsipeptides,https://onlinelibrary.wiley.com/doi/abs/10.1002/1521-3900(200003)153:1%3C67::AID-MASY67%3E3.0.CO;2-F,153,2000
363,"An objective of this research is to verify the mechanism of anticoagulant activity of surface‐immobilized heparin in the presence of plasma proteins. The competition and binding interaction between immobilized heparin and antithrombin III (ATIII)/thrombin have been described in vitro. However, the strong ionic character of heparin leads to its specific and nonspecific binding with many other plasma proteins. Most notably, fibronectin contains six active binding sites for heparin which may interfere with the subsequent binding of heparin with ATIII or thrombin.Heparin was covalently immobilized through polyethylene oxide (PEO) hydrophilic spacer groups onto a model surface synthesized by random copolymerization of styrene and p‐aminostyrene. The binding interaction of immobilized heparin with ATIII was then determined in the presence of different fibronectin concentrations. The binding interaction was studied …",Youngro Byun and Harvey A Jacobs and Jan Feijen and Sung Wan Kim,30,11790465733014614414,Journal of Biomedical Materials Research: An Official Journal of The Society for Biomaterials and The Japanese Society for Biomaterials,1,95-100,"John Wiley & Sons, Inc.",Effect of fibronectin on the binding of antithrombin III to immobilized heparin,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1097-4636(199601)30:1%3C95::AID-JBM12%3E3.0.CO;2-P,30,1996
364,"Arterial reconstructions with vein grafts fail more frequently than with arterial grafts. One of the causes of graft failure is damage due to overstretching of the graft wall. Overstretching is caused because the vein graft, which has a poorly developed medium, cannot withstand the arterial blood pressures. The aim of this study is to evaluate whether damage due to overstretching can be prevented and a gradual adaptation of the vein graft to the arterial blood pressures can be induced by applying a microporous, elastomeric, degradable prosthesis around the vein graft. Therefore, autologous vein grafts (length 1.0cm) with and without supporting prostheses (composite vein grafts and control vein grafts, respectively) were interposed into both carotid arteries of rabbits. Microporous, elastomeric, biofragmentable polyurethane-based prostheses and microporous, elastomeric, biodegradable prostheses made of poly-ε …",WLJ Hinrichs and H-P Zweep and S Satoh and J Feijen and Ch RH Wildevuur,30,6474172665527708350,Biomaterials,2,83-91,Elsevier,"Supporting, microporous, elastomeric, degradable prostheses to improve the arterialization of autologous vein grafts",https://www.sciencedirect.com/science/article/pii/0142961294902550,15,1994
365,Biodegradable polymersomes with a sub-micron size were prepared by using poly (ethylene glycol)–polylactide (PEG–PDLLA) block-copolymers in aqueous media. Air-encapsulated polymersomes could be obtained by a lyophilization/rehydration procedure. Preliminary results showed that these polymersomes were acoustically active.,W Zhou and WE Hennink and J Feijen and Fenghua Meng and T Sam and GHM Engbers and Jan Feijen,29,2247874355366923511,,,,,Biodegradable polymersomes for targeted ultrasound imaging,https://research.utwente.nl/en/publications/biodegradable-polymersomes-for-targeted-ultrasound-imaging,,2006
366,"Stereo-complexes (poly (ST–TMC–ST)) of enantiomeric triblock copolymers based on 1, 3-trimethylene carbonate (TMC) and L-or D-lactide (poly (LLA–TMC–LLA) and poly (DLA–TMC–DLA)) were prepared. Films of poly (ST–TMC–ST) could be prepared by solvent casting mixtures of equal amounts of poly (LLA–TMC–LLA) and poly (DLA–TMC–DLA) solutions and by compression moulding co-precipitates. Although compression moulding was performed at 191 C, thermal degradation was not apparent and materials with good tensile properties could be obtained. For compression-moulded poly (ST–TMC–ST) specimens containing approximately 16 mol% lactide, the values for E-modulus, yield stress and elongation at break were respectively 17, 1.7 MPa and 90%. Also a very low long-term creep rate of 2.2× 10− 7 s− 1 was determined when specimens were loaded to 20% of the yield stress. When compared with …",Zheng Zhang and Dirk W Grijpma and Jan Feijen,29,2561210037215819519,Journal of Materials Science: Materials in Medicine,4,381-385,Kluwer Academic Publishers,"Creep-resistant porous structures based on stereo-complex forming triblock copolymers of 1, 3-trimethylene carbonate and lactides",https://link.springer.com/article/10.1023/B:JMSM.0000021105.02301.ff,15,2004
367,"Calcification limits the long-term durability of xenograft glutaraldehyde-crosslinked heart valves. In this study, epoxy-crosslinked porcine aortic valve tissue was evaluated after subcutaneous implantation in weanling rats. Non-crosslinked valves and valves crosslinked with glutaraldehyde or carbodiimide functioned as control. Epoxy-crosslinked valves had somewhat lower shrinkage temperatures than the crosslinked controls, and within the series also some macroscopic and microscopic differences were obvious. After 8 weeks implantation, cusps from non-crosslinked valves were not retrieved. The matching walls were more degraded than the epoxy-and control-crosslinked walls. This was observed from the higher cellular ingrowth with fibroblasts, macrophages, and giant cells. Furthermore, non-crosslinked walls showed highest numbers of lymphocytes, which were most obvious in the capsules. Epoxy-and …",Pauline B van Wachem and Linda A Brouwer and Raymond Zeeman and Piet J Dijkstra and Jan Feijen and Marc Hendriks and Patrick T Cahalan and Marja JA van Luyn,29,15109673178379944168,"Journal of Biomedical Materials Research: An Official Journal of The Society for Biomaterials, The Japanese Society for Biomaterials, and The Australian Society for Biomaterials and the Korean Society for Biomaterials",1,18-27,"John Wiley & Sons, Inc.",In vivo behavior of epoxy‐crosslinked porcine heart valve cusps and walls,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1097-4636(2000)53:1%3C18::AID-JBM3%3E3.0.CO;2-J,53,2000
368,"Designed flexible and elastic network structures are prepared by stereolithography using a photo‐crosslinkable resin based on a poly(trimethylene carbonate) (PTMC) macromer with a molecular weight of 3150 g/mol. Physical properties and the compatibility with human umbilical vein endothelial cells (HUVECs) are evaluated. The hydrophobic networks are found to be flexible and elastic, with an E modulus of 7.9 ± 0.1 MPa, a tensile strength of 3.5 ± 0.1 MPa and an elongation at break of 76.7 ± 0.7%. HUVECs attach and proliferate well on the surfaces of the built structures. A three‐dimensional microvascular network is designed to serve as a perfusable scaffold for tissue engineering. In the design, 5 generations of open channels each branch into 4 smaller channels yielding a microvascular region with a high density of capillaries. The overall cross‐sectional area through which medium or blood can be perfused …",Sigrid Schüller‐Ravoo and Erwin Zant and Jan Feijen and Dirk W Grijpma,28,13822313599923573878,Advanced healthcare materials,12,2004-2011,,Preparation of a designed poly (trimethylene carbonate) microvascular network by stereolithography,https://onlinelibrary.wiley.com/doi/abs/10.1002/adhm.201400363,3,2014
369,"Poly(ether‐ester‐amide)s (PEEAs) based on poly(tetramethylene oxide) and tetra‐amide segments were synthesized by a solution/melt polymerization. The tetra‐amide segments (T6A6T) were based on adipic acid (A), terephthalic acid (T), and hexamethylene diamine (6), and were synthesized prior to the polymerization. Monodisperse tetra‐amide segments, i.e. T6A6T, as well as polydisperse segments, consisting of a mixture of uniform segments of diamide (T6T), tetra‐amide (T6A6T), and hexa‐amide (T6A6A6T), were utilized in the preparation of the PEEAs. In this way, a polydispersity index ranging from 1.0 to 1.09 could be obtained. In addition, a random copolymer, synthesized by a one‐pot polymerization, was also studied and the copolymer had a polydispersity of 1.2. The low polydispersity of the one‐pot synthesis amide segments was mainly due to the uneven reactivity of the terephthalic ester groups …",GJE Biemond and Jan Feijen and RJ Gaymans,28,8191497390540145716,Polymer Engineering & Science,7,1389-1400,"Wiley Subscription Services, Inc., A Wiley Company",Influence of polydispersity of crystallizable segments on the properties of segmented block copolymers,https://onlinelibrary.wiley.com/doi/abs/10.1002/pen.21115,48,2008
370,"Methods: In a novel approach an improved carbodi-imide (EDC) cross-linking method that comprises a two-step process was developed. First, the available amine groups in (tissue) collagen were blocked with a monoaldehyde, followed by an EDC-activated cross-linking reaction of the carboxyl groups in the tissue with a poly (propylene glycol) bis 2-(aminopropyl) ether (Jeffamine™).Results: Samples processed via this method have shown a significantly reduced calcification in a subdermal juvenile rat model compared to samples with standard GA treatment. In the present study, heart valve tissue was blocked with various monoaldehydes, followed by reaction with Jeffamine using carbodiimide cross-linking chemistry. Leaflet calcification was almost eliminated using different aldehydes, whereas wall calcification was maximally 95% reduced when propionaldehyde was used as blocking agent, as compared to a carbodiimide crosslinked control without Jeffamine and blocked amine groups.Conclusion: Amine blocking and cross-linking tech-nology appears promising in the design of the next generation of tissue valves. Calcification was significantly reduced compared to GA cross-linking. The mechanistic insight of decreased wall calcification is still unknown, and research investigations are ongoing.",Frank Everaerts and Mirian Gillissen and Mark Torrianni and Peter Zilla and Paul Human and Marc Hendriks and Jan Feijen,28,16096228723352316026,Journal of heart valve disease,2,269,ICR PUBLISHERS,Reduction of calcification of carbodiimide-processed heart valve tissue by prior blocking of amine groups with monoaldehydes,https://www.researchgate.net/profile/Paul_Human/publication/7172011_Reduction_of_calcification_of_carbodiimide-processed_heart_valve_tissue_by_prior_blocking_of_amine_groups_with_monoaldehydes/links/0deec51e916bc2a0ed000000/Reduction-of-calcification-of-carbodiimide-processed-heart-valve-tissue-by-prior-blocking-of-amine-groups-with-monoaldehydes.pdf,15,2006
371,"To make a fair comparison of the conductive properties of plasma polymerised thiophene (PPT) layers deposited under different conditions, optimal doping procedures should be applied. The iodine doping process of PPT layers deposited at high (HP) and low (LP) pressure has been studied in detail. Doping time, thickness, and exposure time to air before and after doping were varied. Iodine doping generates charge carriers by the formation of charge transfer (CT) complexes, which are in equilibrium with absorbed iodine. The conductivity of the LP-PPT layers decreases with increasing thickness due to (vacuum-) UV modification. Upon exposure to air before doping, LP-PPT layers loose their capability to form CT complexes, whereas HP-PPT layers do not. Consequently, the conductivity for LP-PPT layers exposed to air before doping decreases with exposure time. After iodine doping, a lower rate of oxidation …",LMH Groenewoud and GHM Engbers and R White and Jan Feijen,28,2171928101325856882,Synthetic metals,3,429-440,Elsevier,On the iodine doping process of plasma polymerised thiophene layers,https://www.sciencedirect.com/science/article/pii/S0379677901004908,125,2001
372,"Although endothelial cell seeding in small‐diameter vascular prostheses significantly improves graft survival, the detachment of adherent endothelial cells after the restoration of circulation remains one of the major obstacles. Because in vivo experiments indicate that leukocyte infiltration is involved in endothelial cell loss, we hypothesize that seeded endothelial cells become activated and express leukocyte adhesion molecules and cytokines because of an interaction with the underlying polymer surface. The aim of this study was to investigate the expression of the leukocyte adhesion molecules ICAM‐1, VCAM‐1, PECAM‐1, and E‐selectin by cultured human umbilical vein endothelial cells (HUVECs) and human adipose microvascular endothelial cells (HAMVECs). The cells were seeded on tissue culture poly(styrene) and the vascular graft materials Dacron and Teflon. The results of this study indicate that the …",EAAP Imbert and Andreas A Poot and CG Figdor and Jan Feijen,28,3711679402220033220,"Journal of Biomedical Materials Research: An Official Journal of The Society for Biomaterials, The Japanese Society for Biomaterials, and The Australian Society for Biomaterials and the Korean Society for Biomaterials",3,376-381,"John Wiley & Sons, Inc.",Expression of leukocyte adhesion molecules by endothelial cells seeded on various polymer surfaces,https://onlinelibrary.wiley.com/doi/abs/10.1002/1097-4636(20010905)56:3%3C376::AID-JBM1106%3E3.0.CO;2-R,56,2001
373,"A hemoperfusion system has been developed which makes use of activated carbon encapsulated with cellulose acetate. Studies have revealed that there are no stagnant flow regions in the column, there i? minimal particle release and the coating is 30 Å thick. The relationships between pore size, pore volume and surface area have been examined. Twenty‐five patients in grade IV coma have been treated with the column for treatment of drug overdose or agricultural chemical poisoning; the clinical course of one meprobamate‐poisoned patient is described in detail.",Johan Tijssen and Adriaan Bantjes and Albert WJ van Doorn and Jan Feijen and Boudewijn van Dijk and Carel R Vonk and Ido C Dijkhuis,28,14896077331121090432,Artificial organs,1,11-14,Blackwell Publishing Ltd,A hemoperfusion column based on activated carbon granules coated with an ultrathin membrane of cellulose acetate,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1525-1594.1979.tb03797.x,3,1979
374,"Porous tubular poly(trimethylene carbonate) (PTMC) scaffolds for vascular tissue engineering, with an inner diameter of 3 mm and a wall thickness of 1 mm, were prepared by means of dip‐coating and subsequent leaching of NaCl particles. The scaffolds, with an average pore size of 110 μm and a porosity of 85%, showed a smooth muscle cell (SMC) seeding efficiency of only 10%. To increase the efficiency of cell seeding, these scaffolds were coated with a microporous PTMC outer layer with a thickness of 0.1–0.4 mm, an average pore size of 28 μm, and a porosity of 65%. Coating of the scaffolds with the microporous outer layer did not influence the inner pore structure or the mechanical properties of the scaffolds to a significant extent. The intrinsic permeability of the scaffolds decreased from 60 × 10−10 m2 to approximately 5 × 10−10 m2 after coating with the microporous outer layer. The latter value is still …",Y Song and JWH Wennink and MMJ Kamphuis and I Vermes and Andreas A Poot and Jan Feijen and Dirk W Grijpma,27,17216453798113491603,Journal of Biomedical Materials Research Part A,2,440-446,"Wiley Subscription Services, Inc., A Wiley Company",Effective seeding of smooth muscle cells into tubular poly (trimethylene carbonate) scaffolds for vascular tissue engineering,https://onlinelibrary.wiley.com/doi/abs/10.1002/jbm.a.32859,95,2010
375,"Purpose: The aim of the study was to investigate the molecular mechanisms involved in apoptosis of human promyelocytic cells (HL60) induced by hyperthermia and to compare this to radiation-induced apoptosis as a reference model.Materials and methods: Apoptosis of HL60 cells was induced by heat-treatment (43°C during 1 h) or by γ-radiation (8 Gy) and followed at increasing time periods after treatment with Annexin V binding to phosphatidylserine (PS). The transition of the mitochondrial membrane potential (Δψm) was estimated by the extent of mitochondrial JC-1 uptake. Bcl-2 and Bax protein expression levels were monitored using fluorescent-labelled antibodies. Caspase activation was studied using a fluorochrome-labelled pan-caspase inhibitor (FLICA), which also allowed one to study the kinetics of the apoptotic cascade.Results: After heat-treatment or irradiation of HL60 cells, a decreased Δψm as …",EHA Nijhuis and Andreas A Poot and Jan Feijen and > I Vermes,27,10694301636361280065,International journal of hyperthermia,8,687-698,Taylor & Francis,Induction of apoptosis by heat and γ-radiation in a human lymphoid cell line; role of mitochondrial changes and caspase activation,https://www.tandfonline.com/doi/abs/10.1080/02656730601045409,22,2006
376,"Amphiphilic diblock and triblock copolymers consisting of poly (ethylene oxide)(PEO) as (central) hydrophilic segment and poly (ε-caprolactone)(PCL) as hydrophobic segment (s) were prepared by ring opening polymerization. The length of the PEO segment was kept constant (x¯ n= 45), whereas the length of the PCL block (s) was either 6 or 10 units for diblock copolymers and 3 or 5 units at each end for the triblock copolymers. These block copolymers were end-functionalized by esterification with linoleic acid (LA), which contains reactive double bonds. The autoxidative behavior of PEO 45-(CL 3-LA) 2 functionalized triblock copolymers was investigated by exposure of films to air at ambient conditions. Ninety percent of the double bonds had disappeared in 15 d and a crosslinked structure was obtained after 30 d. Critical micelle concentrations (CMC) of the crosslinkable surfactants were in the range of 0.08–0.19 …",Boonhua Tan and Dirk W Grijpma and Tijs Nabuurs and Jan Feijen,27,8123345929046598965,Polymer,4,1347-1357,Elsevier,Crosslinkable surfactants based on linoleic acid-functionalized block copolymers of ethylene oxide and ε-caprolactone for the preparation of stable PMMA latices,https://www.sciencedirect.com/science/article/pii/S0032386104011760,46,2005
377,"Telechelic poly(2,6-dimethyl-1,4-phenylene ether) (PPE) segments are interesting starting materials, for example for copolymerisation. A good method to make partly bifunctional PPE-2OH is by redistribution or depolymerisation of high molecular weight commercial PPE with tetramethyl bisphenol A. The product has a bimodal molecular weight distribution because only ∼70–80% of high molecular weight starting material is depolymerised. The phenolic endgroups can be modified easily by a fast and complete reaction with methyl chlorocarbonyl benzoate. The product after endgroup modification is called PPE-2T and has two terephthalic methyl ester endgroups and a molecular weight of 2000–4000 g/mol. The functionality of these PPE-2T products is around 1.8. The bimodal PPE-2OH and PPE-2T products can be separated in a high and low molecular weight fraction by selective precipitation. The low molecular …",J Krijgsman and Jan Feijen and RJ Gaymans,27,16098821762190718561,Polymer,23,7055-7065,Elsevier,"Synthesis and characterisation of telechelic poly (2, 6-dimethyl-1, 4-phenylene ether) for copolymerisation",https://www.sciencedirect.com/science/article/pii/S0032386103006803,44,2003
378,"    Poly(ether ester amide) (PEEA) copolymers based on poly(ethylene glycol) (PEG), 1,4- butanediol, and dimethyl-7,12-diaza-6,13-dione-1,18-octadecanedioate (a diester-diamide monomer) were synthesized by          a two-step polycondensation reaction. The obtained segmented copolymers are hydrophilic, with a water uptake of 24–340%. PEEA copolymers showed microphase separation, as observed by differential scanning          calorimetry (DSC). The long spacing determined by small-angle X-ray scattering shows an increase in the hydrophilic domain size with increasing PEO content. By varying the copolymer composition, the E-modulus          of PEEA could be varied between 61 and 427 MPa, with tensile strengths ranging from 12 to 39 MPa. The elongation at break can reach values up to 850%. The mechanical properties decrease with the uptake          of water. However, PEEAs with a relatively low …",AA Deschamps and Dirk W Grijpma and Jan Feijen,27,11600519025428236396,"Journal of Biomaterials Science, Polymer Edition",12,1337-1352,Taylor & Francis Group,Phase separation and physical properties of PEO-containing poly (ether ester amide) s,https://www.tandfonline.com/doi/abs/10.1163/15685620260449732,13,2002
379,"Crosslinked gels of albumin as well as heparinized albumin gels, potential sealants of prosthetic vascular grafts, were studied with regard to in vitro stability, binding of basic fibroblast growth factor (bFGF) and cellular interactions. A small percentage of the heparin present in these gels, was released during storage in SDS solution. During storage in cell culture medium at 37° C, heparin release was 21-25 percent. Release of albumin did not occur.Human umbilical vein endothelial cells (HUVECs) rapidly adhered and subsequently spread on (heparinized) albumin gels, but proliferation was only observed if heparin was present in the gel.Binding of 125I-bFGF to heparinized albumin gel was 35 percent higher than to non-heparinized albumin gel. Growth of HUVECs occurred only on heparinized albumin gel loaded with bFGF and not on bFGF-loaded albumin gel.The number of platelets deposited under …",Gert W Bos and Nicole M Scharenborg and André A Poot and Gerard HM Engbers and Tom Beugeling and Willem G van Aken and Jan Feijen,27,11506267945241004248,Thrombosis and haemostasis,12,1757-1763,Schattauer GmbH,Endothelialization of crosslinked albumin-heparin gels,http://scholar.google.com/scholar?cluster=11506267945241004248&hl=en&oi=scholarr,82,1999
